customer_id,declared_occupation,annual_income_brl,risk_rating,risk_score,iso_score,xgb_prob,final_score,risk_tier,max_income_ratio,min_geojump_min,n_struct_txs,n_vpn_txs,total_vol,n_txs,n_crossborder,fanout_ratio,n_geojumps,n_sanctions_hits,kyc_risk_score
C100630,Mechanic,3345.0,Low,4,0.5439895613126493,0.03489916,0.1876262809524696,LOW,132.33,9999.0,0,0,152119.01,22,6,3.3253,0,0,91.0
C101494,Store Owner,15483.0,Medium,4,0.3780101375538394,0.105590016,0.18731604924077644,LOW,14.28,28.81,0,2,63640.64,16,3,0.0,1,0,39.0
C102252,Chef,12212.0,Low,4,0.33269876342666704,0.1245921,0.18702409893766808,LOW,13.35,9999.0,1,2,109241.68,28,4,3.0847,0,0,31.0
C102257,Freelancer,16822.0,Low,2,0.5982893851194594,0.01036396,0.18674158742409389,LOW,10.8,9999.0,1,4,94614.07,24,5,127.9184,0,0,57.0
C101080,Software Engineer,29457.0,Medium,4,0.28178386408847067,0.1458732,0.18664640193808524,LOW,3.29,6.13,0,0,50930.76,15,5,1.9247,1,0,61.0
C102469,Chef,19015.0,Low,4,0.2739397148593119,0.14898597,0.18647208691548856,LOW,15.49,9999.0,0,2,153355.77,22,5,0.0,0,0,64.0
C101076,Designer,4568.0,Medium,4,0.1462233177003972,0.2034027,0.1862488869183574,LOW,37.79,9999.0,0,1,72633.08,17,3,26.9881,0,0,30.0
C100919,Dentist,4867.0,Medium,4,0.272847113801015,0.14883053,0.18603550576954264,LOW,23.63,9999.0,1,1,46111.29,13,2,0.0,0,0,62.0
C101301,Store Owner,14483.0,High,4,0.4024544418175514,0.09230094,0.18534698517082618,LOW,15.39,9999.0,0,0,112288.21,17,4,61.4535,0,0,46.0
C102140,Dentist,26472.0,Medium,4,0.45238385582325624,0.06941798,0.18430774281727602,LOW,21.96,9999.0,0,2,143860.51,23,2,59.3171,0,0,100.0
C101425,Consultant,16215.0,Low,4,0.1881973076954161,0.1826386,0.18430620816632137,LOW,10.85,2.21,0,0,71667.12,20,6,0.0,2,0,87.0
C101133,Mechanic,16117.0,Medium,3,0.5496342227531495,0.027357463,0.18404049040892786,LOW,24.85,9999.0,0,0,48385.41,9,0,0.0,0,0,40.0
C101704,Chef,19389.0,Low,4,0.3300482351230376,0.12099329,0.18370977248688913,LOW,9.7,15.6,0,0,104433.74,21,4,0.0,2,0,54.0
C100830,Dentist,18786.0,Low,4,0.30218242591970546,0.13238087,0.18332133885131294,LOW,32.77,9999.0,0,2,140447.81,20,2,14.0196,0,0,89.0
C100878,Chef,38593.0,Low,4,0.3141941118179008,0.12717997,0.18328420781905186,LOW,3.93,9999.0,1,3,79744.0,20,6,3.6798,0,0,37.0
C100873,Mechanic,36376.0,Low,4,0.29732271199481763,0.13431042,0.18321411062794052,LOW,2.86,4.3,0,0,68975.34,21,6,0.0,3,0,38.0
C101214,Mechanic,7727.0,Low,0,0.6064411248635116,0.0010016174,0.18263346963130647,LOW,9.02,9999.0,0,0,16187.83,6,1,18.7433,0,0,10.0
C101557,Consultant,10351.0,High,4,0.5051568784048202,0.044023033,0.18236318641096477,LOW,42.76,9999.0,1,0,84715.97,16,4,0.0,0,0,65.0
C101604,Software Engineer,45231.0,High,3,0.4925020695279795,0.048718788,0.18185377226921193,LOW,10.44,9999.0,0,1,139810.84,19,4,0.0,0,0,67.0
C101156,Designer,11459.0,Medium,4,0.23070934665107878,0.16086155,0.18181588724823045,LOW,14.45,9999.0,0,0,50159.53,17,2,4.7521,0,0,72.0
C101837,Consultant,77611.0,Low,1,0.6029301406303109,0.00087931874,0.18149456532764244,LOW,1.27,9999.0,0,1,33086.46,9,1,0.0,0,0,90.0
C100990,Student,18318.0,Medium,4,0.380596493984673,0.095777795,0.1812234000281732,LOW,11.47,9999.0,1,2,76135.02,19,4,10.6557,0,0,79.0
C101938,Store Owner,16293.0,Low,0,0.6018069490597615,0.0003317679,0.18077432224006953,LOW,8.15,9999.0,0,0,33415.05,8,1,0.0,0,0,40.0
C101320,Designer,14103.0,Medium,4,0.4911884921535783,0.04736911,0.18051492445900835,LOW,18.24,9999.0,1,1,69583.2,14,2,44.9865,0,0,97.0
C101495,Mechanic,22976.0,Low,4,0.20435934998851668,0.16994947,0.18027243238169446,LOW,5.35,0.75,1,0,75810.68,22,6,0.0,2,0,65.0
C102263,Dentist,13789.0,Low,4,0.223552279070952,0.15976551,0.17890154343722414,LOW,11.11,2.03,0,2,71430.62,19,4,1.4065,3,0,47.0
C100425,Consultant,6357.0,Medium,4,0.4914768286142077,0.044467725,0.17857045486847536,LOW,15.38,9999.0,0,1,36009.65,14,1,0.0,0,0,81.0
C100654,Entrepreneur,5998.0,Low,4,0.4588530437968378,0.05805238,0.17829257925814998,LOW,59.1,9999.0,0,2,129126.45,19,4,8.432,0,0,55.0
C102080,Student,8664.0,Medium,4,0.17583237023105547,0.17906755,0.17809699753210045,LOW,21.93,9999.0,0,2,98725.96,22,6,4.8655,0,0,100.0
C101990,Software Engineer,17059.0,Low,4,0.41212679873137015,0.07778375,0.17808666282960278,LOW,39.46,9999.0,0,2,179973.22,22,2,5.797,0,0,46.0
C100011,Teacher,5658.0,Low,4,0.2670343448699404,0.139565,0.1778058031195667,LOW,15.69,9999.0,0,1,26095.01,12,2,4.893,0,0,23.0
C101385,Mechanic,6348.0,Medium,4,0.192201166116998,0.1715103,0.17771755271071357,LOW,35.79,9999.0,0,3,88855.64,21,1,11.6604,0,0,30.0
C101628,Dentist,26608.0,Medium,4,0.286369247745317,0.1309933,0.17760609045947845,LOW,8.86,13.04,0,0,103729.33,25,6,9.7261,1,0,47.0
C101679,Store Owner,8304.0,Medium,3,0.5116812296669377,0.03418918,0.17743679420532862,LOW,20.03,9999.0,0,3,39452.97,10,1,0.2369,0,0,84.0
C100896,Chef,19729.0,Medium,4,0.3073173887633722,0.12165454,0.177353393349154,LOW,8.57,9999.0,0,3,79314.84,18,2,5.7507,0,0,57.0
C101340,Chef,5730.0,Low,3,0.4750335430695152,0.04947812,0.1771447462020378,LOW,35.61,9999.0,0,1,64712.85,12,2,3.5047,0,0,38.0
C101539,Teacher,30250.0,High,3,0.49278289188463187,0.04172451,0.17704202453648654,LOW,7.78,9999.0,1,3,119938.27,24,5,0.0,0,0,75.0
C100369,Designer,36791.0,Medium,3,0.5517312288025841,0.016161839,0.1768326552507229,LOW,9.04,29.52,0,0,51878.81,9,3,0.0,1,0,89.0
C100164,Entrepreneur,45499.0,Medium,4,0.4301934728457184,0.06802911,0.17667842028837358,LOW,4.11,9999.0,2,2,100204.44,24,8,0.0,0,0,71.0
C100368,Trader,6139.0,Low,3,0.42374396141489123,0.06991292,0.17606223021781378,LOW,20.17,9999.0,0,1,29319.83,8,0,14.6838,0,0,45.0
C100734,Mechanic,8242.0,Medium,4,0.20204310466865372,0.16481243,0.17598163291817806,LOW,26.34,9999.0,0,1,72477.53,15,1,12.9032,0,0,94.0
C100790,Consultant,11609.0,Low,4,0.30291034020255303,0.12061185,0.17530139010331122,LOW,23.44,9999.0,0,1,104142.04,21,5,0.2749,0,0,55.0
C100906,Store Owner,11926.0,Low,4,0.2461103188137732,0.1441956,0.17477001509489185,LOW,50.87,9999.0,0,1,100757.48,17,2,23.9533,0,0,49.0
C102122,Student,9335.0,Low,3,0.4637587034123427,0.050063606,0.17417213584236163,LOW,27.63,9999.0,0,0,52533.63,12,2,0.1744,0,0,67.0
C100766,Lawyer,18766.0,Low,4,0.3408630713926617,0.10256394,0.17405367717465353,LOW,10.04,8.51,0,0,75436.94,26,6,2.5843,3,0,47.0
C102191,Lawyer,33327.0,Medium,4,0.3930712428779489,0.07990138,0.17385234123739857,LOW,12.79,9999.0,0,2,98499.82,17,5,3.7936,0,0,79.0
C101956,Driver,9938.0,Medium,4,0.24641121592729787,0.14257108,0.17372311701360194,LOW,32.35,9999.0,1,2,131641.67,22,3,19.0657,0,0,58.0
C100058,Entrepreneur,19654.0,Low,4,0.38576724127377005,0.082788594,0.17368218897415677,LOW,10.29,7.34,0,0,95771.99,19,3,103.3447,1,0,76.0
C100056,Freelancer,29204.0,Low,4,0.18032273938554888,0.1705496,0.17348154273718108,LOW,10.45,2.5,0,0,68549.38,17,6,0.0,1,0,62.0
C100787,Student,9408.0,Medium,3,0.4886649995752069,0.037598368,0.17291835731887498,LOW,48.9,9999.0,1,0,71934.93,12,0,21.1792,0,0,24.0
C100616,Designer,53065.0,Medium,3,0.5454184241839641,0.012883805,0.17264419057215433,LOW,1.55,9999.0,0,0,39719.18,15,4,3.9576,0,0,66.0
C101567,Nurse,16348.0,Low,4,0.25742745076386353,0.13618194,0.1725555901967532,LOW,28.54,9999.0,1,1,105331.1,15,4,27.942,0,0,64.0
C100091,Store Owner,10173.0,Low,7,0.19070393168726774,0.16431643,0.172232676517365,LOW,21.83,9999.0,1,0,91349.77,18,3,40.0852,0,1,66.0
C102361,Software Engineer,9926.0,Low,4,0.22968074414974549,0.14638153,0.17137129078461555,LOW,18.53,9999.0,0,2,89030.93,19,4,1.9546,0,0,48.0
C100571,Teacher,17895.0,Medium,4,0.28497015552152605,0.12259521,0.1713076982391757,LOW,8.11,9999.0,0,4,56655.64,14,2,11.955,0,0,30.0
C100709,Consultant,22062.0,Low,4,0.15856598276429368,0.17632508,0.17099734979430734,LOW,10.5,8.56,1,0,98782.48,17,2,0.0,1,0,50.0
C100026,Software Engineer,13198.0,Low,3,0.36093998899541924,0.08856735,0.17027913838768788,LOW,32.0,9999.0,0,2,122727.19,14,5,7.1388,0,0,50.0
C100593,Driver,36747.0,Medium,4,0.2786413218564133,0.12335197,0.16993877696950258,LOW,5.21,9999.0,0,1,119103.97,21,2,28.2739,0,0,70.0
C100544,Store Owner,75356.0,Low,3,0.44475147842380247,0.051876206,0.1697387873202945,LOW,2.54,9999.0,2,0,131643.41,23,3,8.9954,0,0,45.0
C100543,Teacher,24329.0,Medium,4,0.19185963227723912,0.1596516,0.16931401328556203,LOW,5.62,15.41,0,0,62961.05,21,3,0.0,2,0,70.0
C101394,Dentist,20189.0,Medium,3,0.41432451436468676,0.06394141,0.16905634099110578,LOW,7.7,8.35,0,0,59221.88,14,4,1.0774,1,0,59.0
C101570,Student,14187.0,Low,3,0.5258110867800548,0.015120719,0.16832782851494058,LOW,25.97,9999.0,0,0,117339.0,15,2,0.0,0,0,49.0
C101550,Dentist,37153.0,Low,3,0.5329289600654734,0.010973029,0.16755980820668617,LOW,11.98,9999.0,2,0,139660.41,17,5,0.0,0,0,91.0
C101350,Chef,21984.0,Low,4,0.22244859927587635,0.14371915,0.1673379814436821,LOW,9.0,28.02,0,0,105637.7,21,5,115.9414,2,0,67.0
C100075,Dentist,5461.0,Low,1,0.5552941489764003,0.00076189666,0.16712157232783206,LOW,9.78,9999.0,0,0,28125.91,11,0,0.3903,0,0,67.0
C100914,Student,7438.0,Low,4,0.1311659971572141,0.18233591,0.16698493539384546,LOW,14.19,9999.0,0,1,61967.15,18,3,6.6049,0,0,60.0
C101718,Software Engineer,5299.0,Low,0,0.5544676522060761,0.0007657884,0.16687634753168087,LOW,9.58,9999.0,0,0,13526.57,7,4,2.4106,0,0,28.0
C101187,Entrepreneur,7231.0,Medium,4,0.42482628303308234,0.056029372,0.16666844525199814,LOW,29.16,9999.0,1,1,73788.99,13,5,9.4168,0,0,51.0
C101535,Designer,36245.0,Low,4,0.43322811241562,0.052114993,0.16644892756824145,LOW,4.88,9999.0,0,0,84027.79,19,5,5.5134,0,0,51.0
C101096,Student,14164.0,Low,4,0.32683711368028545,0.09769514,0.16643773352558677,LOW,16.71,9999.0,1,4,110552.11,19,4,0.0,0,0,49.0
C100069,Entrepreneur,35980.0,Low,4,0.26591397164813335,0.123589665,0.16628695827290907,LOW,7.3,4.79,0,0,92495.84,24,7,16.8996,3,0,60.0
C101991,Driver,14137.0,Medium,4,0.1700403285063956,0.16447788,0.1661466134201781,LOW,20.0,9999.0,0,1,90858.66,22,7,4.417,0,0,46.0
C100099,Dentist,83775.0,Low,4,0.5344751408282137,0.0076990346,0.16573186663786219,LOW,1.59,9999.0,1,1,75741.09,20,4,10.6379,0,0,99.0
C100552,Dentist,41423.0,Low,3,0.40104528346087764,0.06360578,0.16483762883670994,LOW,3.86,9999.0,2,0,95274.78,20,1,1.6296,0,0,32.0
C100632,Student,26922.0,Medium,4,0.19760417507375772,0.1502926,0.1644860731550619,LOW,4.49,9999.0,0,3,59003.29,19,4,4.7142,0,0,62.0
C102345,Freelancer,17948.0,Medium,4,0.178196171065111,0.15833141,0.16429083470700354,LOW,8.46,4.96,1,0,89672.54,18,4,9.0021,2,0,75.0
C101503,Freelancer,23405.0,Low,4,0.2853430585997341,0.11224013,0.16417100360801928,LOW,8.62,9999.0,0,3,58578.94,23,3,3.7973,0,0,55.0
C100868,Entrepreneur,28637.0,Medium,2,0.5428309801245941,0.0016894361,0.16403189931698778,LOW,6.75,9999.0,1,0,48419.65,10,4,0.5033,0,0,46.0
C100538,Trader,26851.0,High,3,0.505559882859337,0.016528191,0.16323769858924972,LOW,4.63,9999.0,0,2,48566.48,12,2,2.4148,0,0,79.0
C101461,Mechanic,92542.0,Low,3,0.4588319922719325,0.0365274,0.16321877584558503,LOW,1.45,9999.0,2,0,91669.68,22,5,0.0,0,0,50.0
C100284,Consultant,70636.0,High,2,0.5372200448032596,0.0024521681,0.1628825311678686,LOW,1.23,9999.0,0,1,35211.43,11,1,0.868,0,0,72.0
C101414,Trader,17915.0,Low,3,0.4954251334852158,0.020262977,0.16281162383515174,LOW,5.69,9999.0,0,1,31343.2,10,1,22.2929,0,0,37.0
C102432,Dentist,16311.0,Low,4,0.30770014983411187,0.10056967,0.16270881522296532,LOW,4.76,22.05,0,1,29300.14,12,3,0.0,1,0,63.0
C102139,Accountant,16877.0,Medium,4,0.33537805246541663,0.08825727,0.16239350338944722,LOW,10.05,9999.0,2,0,96744.96,15,3,59.7266,0,0,95.0
C100330,Driver,10916.0,Medium,2,0.5366267681191467,0.0018608742,0.16229064233344354,LOW,13.53,9999.0,0,0,36966.6,10,1,0.0,0,0,72.0
C102269,Teacher,11307.0,Medium,4,0.2556428020349407,0.122191094,0.1622266085490961,LOW,19.21,9999.0,0,2,59321.55,14,1,41.4134,0,0,55.0
C102271,Store Owner,8585.0,Low,3,0.5161626544659924,0.009419176,0.161442219304013,LOW,21.81,9999.0,0,0,59141.77,11,0,0.0,0,0,100.0
C101511,Lawyer,35782.0,Low,4,0.1781415962834657,0.154188,0.16137408535657827,LOW,4.96,28.97,0,0,87449.88,23,4,24.6894,1,0,36.0
C100570,Driver,9122.0,Low,4,0.5002516813208622,0.016136996,0.1613714013510931,LOW,24.54,9999.0,0,0,67247.97,13,2,0.0,0,0,74.0
C100144,Dentist,9477.0,Medium,4,0.2985959843781556,0.10212425,0.16106576758584276,LOW,24.7,9999.0,0,1,62451.5,17,1,0.0,0,0,24.0
C100834,Store Owner,17939.0,Low,3,0.35973573435067197,0.075080134,0.1604768140873881,LOW,12.5,9999.0,2,0,83106.91,17,3,0.0,0,0,56.0
C101206,Freelancer,13645.0,Medium,4,0.2083774180983945,0.13943696,0.16011909460352194,LOW,11.09,18.79,0,0,44730.23,14,3,8.4289,1,0,100.0
C101449,Store Owner,14104.0,Medium,3,0.3760850303642852,0.06709475,0.15979183460095236,LOW,21.99,9999.0,0,0,52176.66,12,5,6.7016,0,0,53.0
C101490,Nurse,16813.0,Low,1,0.5222442118612427,0.0033083258,0.1589890916693955,LOW,7.21,9999.0,1,1,44274.52,7,1,0.9328,0,0,26.0
C102330,Mechanic,22341.0,Low,4,0.23763596865036662,0.124573946,0.1584925498142796,LOW,8.32,9999.0,1,2,109463.43,24,2,3.2562,0,0,50.0
C101043,Accountant,21774.0,Medium,2,0.5072995367858045,0.007638743,0.1575369811456869,LOW,18.27,9999.0,0,0,115927.67,14,4,0.0,0,0,42.0
C100753,Chef,10901.0,Medium,4,0.2799345747622254,0.10445504,0.15709889519191989,LOW,30.49,9999.0,0,2,94467.17,22,0,0.0,0,0,100.0
C102369,Student,41675.0,Low,4,0.25428632721327926,0.11536005,0.15703793562955615,LOW,2.2,13.92,0,0,52391.52,20,1,0.0,1,0,83.0
C102116,Designer,50440.0,Low,2,0.5047612619199793,0.00789592,0.1569555228739512,LOW,1.6,9999.0,0,1,86157.72,30,4,4.4327,0,0,98.0
C100458,Freelancer,10278.0,Medium,4,0.20990190139040132,0.13368766,0.15655193397588962,LOW,18.58,9999.0,0,2,74994.32,17,4,1.1611,0,0,79.0
C100034,Software Engineer,29667.0,Low,2,0.5085878511386664,0.005612548,0.15650513869129276,LOW,9.27,9999.0,0,0,122533.98,23,3,96.8941,0,0,65.0
C100581,Lawyer,25195.0,Low,4,0.3305499325006471,0.08130348,0.1560774131062408,LOW,7.33,18.69,1,0,95109.6,20,5,93.7498,1,0,71.0
C102272,Software Engineer,21127.0,Low,4,0.5005975440064168,0.008234738,0.15594357996937916,LOW,7.8,9999.0,0,1,51359.77,15,5,6.5501,0,0,78.0
C101629,Entrepreneur,8138.0,Low,4,0.1646927656908378,0.15215926,0.1559193108135326,LOW,26.23,9999.0,0,2,87243.04,21,4,52.8678,0,0,84.0
C101729,Lawyer,27285.0,Low,4,0.24751744747081172,0.116623566,0.1558917301294767,LOW,7.64,19.1,0,0,77184.12,25,3,0.0,1,0,54.0
C100862,Mechanic,20419.0,Low,2,0.5162811247459541,0.0013243279,0.1558113669505787,LOW,4.88,9999.0,0,2,26784.17,13,2,0.0,0,0,28.0
C101063,Student,7060.0,Low,4,0.391619277683827,0.054560546,0.15567816352484604,LOW,36.38,9999.0,0,1,86273.41,24,2,0.0,0,0,54.0
C100463,Entrepreneur,18234.0,Medium,3,0.4829162859032241,0.014729078,0.15518524041353723,LOW,9.19,9999.0,0,3,90416.73,18,4,0.0,0,0,60.0
C101948,Mechanic,10111.0,Low,4,0.3710956439540055,0.062157255,0.15483877257005174,LOW,34.63,9999.0,0,1,130334.98,21,5,0.0,0,0,67.0
C101072,Student,5121.0,Low,4,0.18092657310179683,0.14339902,0.15465728247884455,LOW,45.34,9999.0,0,1,74268.35,16,2,26.9533,0,0,49.0
C102457,Designer,13670.0,Medium,4,0.1748873193000755,0.14501569,0.15397717502519492,LOW,8.82,12.08,1,0,72027.91,22,5,7.7347,1,0,33.0
C101025,Trader,9156.0,Low,4,0.24233487744824134,0.116106845,0.1539752557864667,LOW,16.83,9999.0,1,2,68118.91,12,3,33.0216,0,0,67.0
C100763,Nurse,19468.0,Medium,4,0.22428575464166156,0.12377407,0.15392757447980926,LOW,16.42,9999.0,0,1,91700.47,16,2,12.76,0,0,100.0
C101881,Chef,10849.0,High,3,0.24169620801213199,0.11605703,0.1537487862384403,LOW,14.38,9999.0,1,2,64582.66,19,4,2.7399,0,0,69.0
C100915,Freelancer,36151.0,Low,4,0.371664575402743,0.060351476,0.15374540512705037,LOW,7.82,9999.0,2,2,128906.53,22,2,69.9628,0,0,51.0
C101787,Accountant,17437.0,Low,4,0.1785768343474996,0.14291827,0.15361584047873414,LOW,14.49,6.26,0,0,72760.03,20,3,4.4461,2,0,43.0
C101135,Chef,9460.0,Low,3,0.47024240156911357,0.01789866,0.15360178257793947,LOW,58.98,9999.0,0,0,120410.93,16,3,88.7585,0,0,65.0
C100370,Teacher,14847.0,Low,4,0.33910156175084605,0.07396091,0.15350310395535138,LOW,29.43,9999.0,1,2,131407.97,20,1,33.1389,0,0,92.0
C101020,Teacher,49560.0,Low,1,0.5033663364092746,0.0033660014,0.15336610186741467,LOW,3.57,9999.0,1,0,55562.3,8,2,8.2757,0,0,48.0
C101009,Nurse,4153.0,Medium,3,0.4206276638612366,0.038093276,0.1528535918386345,LOW,35.15,9999.0,1,0,35695.83,11,1,0.0,0,0,67.0
C101488,Entrepreneur,24564.0,High,3,0.36559078119814936,0.06135281,0.1526242025870697,LOW,12.16,9999.0,0,2,122931.03,24,7,6.3519,0,0,67.0
C100444,Driver,8014.0,Medium,4,0.21212073723098113,0.12681824,0.15240898746138953,LOW,12.85,17.77,0,0,61048.94,16,6,0.0,1,0,80.0
C101656,Accountant,8742.0,Low,4,0.30921569183274855,0.08519575,0.15240173254848943,LOW,25.88,9999.0,1,1,66928.52,15,2,1.9326,0,0,31.0
C100498,Designer,10076.0,Medium,4,0.16558957768455007,0.14657064,0.1522763153105225,LOW,12.67,9999.0,1,2,71432.26,20,3,4.6269,0,0,58.0
C101010,Consultant,17689.0,Low,4,0.24338981433769669,0.11299729,0.15211504973191203,LOW,2.59,26.43,0,1,30571.59,14,3,1.9253,1,0,52.0
C100645,Designer,12700.0,Low,1,0.5048346300446521,0.0007681103,0.15198806621576938,LOW,9.87,9999.0,1,0,35048.49,11,1,1.0428,0,0,87.0
C100414,Chef,25071.0,Medium,4,0.2803456838379146,0.096610345,0.15173094884901767,LOW,18.51,9999.0,0,3,104263.67,18,2,2.5644,0,0,72.0
C100221,Dentist,6388.0,Medium,4,0.3189261522200243,0.079057954,0.15101841140706945,LOW,47.73,9999.0,0,1,128010.59,23,1,27.4686,0,0,68.0
C102324,Trader,13424.0,Low,3,0.44859685767455426,0.02344163,0.15098819738257982,LOW,31.08,9999.0,0,0,154401.97,24,4,64.0716,0,0,53.0
C100858,Lawyer,16116.0,Medium,0,0.49825964122131583,0.000341222,0.14971674776488764,LOW,8.06,9999.0,1,0,43028.33,12,0,12.3422,0,0,59.0
C102190,Software Engineer,9854.0,Low,4,0.33480238457731726,0.07027454,0.14963289064232205,LOW,17.81,9999.0,0,2,65925.12,17,1,0.0,0,0,50.0
C101844,Student,21418.0,Low,4,0.451408519819523,0.02019621,0.14955990317468199,LOW,6.32,9999.0,1,0,63044.38,21,2,0.0,0,0,76.0
C102397,Accountant,20282.0,Low,3,0.45290668748034324,0.019551389,0.14955797867391493,LOW,14.66,9999.0,1,3,143961.16,22,6,0.0,0,0,41.0
C100479,Accountant,8147.0,Medium,4,0.2467059926472368,0.10756585,0.14930789429790564,LOW,10.76,9999.0,0,1,45479.89,16,6,5.0075,0,0,15.0
C102376,Software Engineer,36327.0,Medium,4,0.47547717047499183,0.009314473,0.1491632818140583,LOW,3.01,9999.0,1,1,43401.18,13,2,0.0,0,0,61.0
C100738,Lawyer,33313.0,Low,3,0.4785058388098843,0.007905732,0.1490857639792492,LOW,3.91,9999.0,1,0,56404.55,16,2,2.7586,0,0,34.0
C100895,Driver,13035.0,Low,4,0.24958730178659083,0.105944455,0.14903731029506004,LOW,6.63,18.31,0,0,51807.76,21,3,0.0,1,0,32.0
C102133,Accountant,13429.0,High,3,0.304136856041592,0.08041337,0.14753041673965503,LOW,24.86,9999.0,0,0,66247.68,12,1,5.7523,0,0,47.0
C101855,Accountant,37855.0,High,3,0.43812197803145914,0.022014383,0.1468466618543454,LOW,3.19,9999.0,0,1,68430.37,16,4,7.5429,0,0,30.0
C100938,Mechanic,29102.0,Medium,2,0.4671546436155327,0.009501519,0.14679745606867933,LOW,18.15,9999.0,0,0,162038.09,15,2,12.9166,0,0,89.0
C102442,Teacher,30079.0,High,4,0.2883902731481216,0.08563317,0.1464603034538931,LOW,4.88,9999.0,0,0,51397.87,17,4,3.8111,0,0,70.0
C101862,Student,3920.0,Low,4,0.23525897217935943,0.1083716,0.14643781200989076,LOW,15.74,9999.0,0,1,34493.71,16,2,7.163,0,0,7.0
C101852,Trader,40486.0,Low,2,0.4551383930030908,0.01324132,0.14581044156353012,LOW,13.26,9999.0,1,2,125291.04,15,2,2.5347,0,0,71.0
C102383,Freelancer,27285.0,Low,4,0.31666508627466583,0.07247482,0.14573190007368392,LOW,6.28,7.01,0,0,70880.16,12,2,0.0,2,0,76.0
C100041,Consultant,16464.0,Low,1,0.48136468205737604,0.0017634461,0.14564381692692646,LOW,4.99,9999.0,0,1,25107.0,9,1,0.9427,0,0,24.0
C102363,Mechanic,6024.0,Low,4,0.22078125695410888,0.11339816,0.14561308628327702,LOW,23.4,9999.0,0,4,55040.92,16,2,0.0,0,0,62.0
C100253,Mechanic,26301.0,Low,4,0.22575290574139284,0.111149885,0.1455307873293934,LOW,10.65,9999.0,0,1,105142.6,16,5,4.2004,0,0,97.0
C102239,Chef,19220.0,Low,4,0.245636219726723,0.1026276,0.1455301835974221,LOW,14.59,15.62,0,0,75540.48,18,2,154.2182,1,0,32.0
C101936,Trader,22829.0,High,4,0.34082820378297796,0.06161225,0.145377033539278,LOW,5.71,9999.0,2,0,72486.5,18,5,0.0,0,0,69.0
C100636,Student,6980.0,Low,3,0.3396953604799846,0.061878137,0.14522330350227175,LOW,25.59,9999.0,0,0,92241.18,24,4,8.3998,0,0,45.0
C102165,Freelancer,29133.0,Medium,3,0.40854164740714727,0.032121953,0.14504786031327632,LOW,19.13,9999.0,0,0,93884.42,17,3,20.0279,0,0,63.0
C101129,Student,14883.0,Low,4,0.18051395665499737,0.12973364,0.1449677343693172,LOW,5.1,16.0,0,0,48378.68,17,4,4.9242,1,0,70.0
C102386,Consultant,12976.0,Medium,3,0.47454583034363484,0.0036843698,0.14494280785641697,LOW,5.51,9999.0,0,3,21220.2,11,3,0.0,0,0,28.0
C100796,Student,12518.0,Low,1,0.4799026731064092,0.0009496414,0.14463555088185284,LOW,7.87,9999.0,0,0,41472.49,13,4,0.0,0,0,65.0
C101966,Software Engineer,21571.0,Low,3,0.3503548242438441,0.05603872,0.14433354922499075,LOW,18.57,9999.0,1,0,133559.6,14,4,19.6034,0,0,93.0
C100267,Entrepreneur,15733.0,Medium,1,0.4772095672403943,0.001468161,0.14419058288697664,LOW,4.8,9999.0,0,0,23011.05,8,2,2.7294,0,0,35.0
C101017,Entrepreneur,8932.0,Medium,4,0.09434992264933917,0.16554764,0.14418831971653562,LOW,23.89,9999.0,0,1,84549.3,19,6,5.3325,0,0,58.0
C101603,Accountant,14963.0,Low,4,0.16630580772961134,0.13447595,0.1440249033272414,LOW,7.69,9999.0,1,1,50218.25,16,3,6.9655,0,0,64.0
C101437,Entrepreneur,35612.0,Low,4,0.2518928212641841,0.09727975,0.14366367199180025,LOW,8.39,12.99,1,0,90536.02,15,2,20.9032,1,0,37.0
C101638,Chef,40450.0,High,3,0.4262750993216812,0.02251005,0.14363956526055274,LOW,4.46,9999.0,0,1,48773.68,14,0,6.9588,0,0,1.0
C101900,Chef,25352.0,Low,4,0.29959087947772467,0.07660536,0.1435010146491722,LOW,17.78,9999.0,0,1,163570.66,20,4,0.0,0,0,78.0
C101396,Software Engineer,26621.0,Medium,1,0.4745095013153877,0.0015419855,0.1434322402200796,LOW,3.54,9999.0,0,0,25571.77,13,3,0.6707,0,0,82.0
C100795,Freelancer,32210.0,Low,4,0.16565644908449328,0.13372673,0.1433056419149079,LOW,3.6,11.29,1,0,50972.93,15,4,2.7244,1,0,51.0
C100116,Freelancer,30212.0,Medium,2,0.4609516347842987,0.0069859694,0.14317566876553223,LOW,6.15,9999.0,0,3,55168.68,18,4,2.2582,0,0,86.0
C101254,Driver,20717.0,High,1,0.4734810452832061,0.0015924112,0.1431590013509103,LOW,12.38,9999.0,0,0,77311.87,12,3,1.9873,0,0,73.0
C100308,Chef,14924.0,Low,3,0.36584048437525585,0.047672074,0.14312259545162248,LOW,9.71,9999.0,0,2,88987.93,24,4,3.4508,0,0,74.0
C100959,Dentist,43324.0,Low,2,0.4658653439117829,0.004597834,0.1429780868190038,LOW,4.82,9999.0,0,4,69983.85,19,3,12.3646,0,0,78.0
C101726,Store Owner,10933.0,Low,4,0.2758135025770041,0.08595598,0.14291323349090135,LOW,10.62,9999.0,2,3,45830.38,16,0,8.8908,0,0,52.0
C101377,Designer,13742.0,High,3,0.3868939203891234,0.03813205,0.14276060939947,LOW,10.48,9999.0,0,0,83565.59,25,3,8.0131,0,0,59.0
